:START_ID,:END_ID,first_year:INT,pub_count:INT,:TYPE
93,512,2015,1,coauthor
93,513,2015,1,coauthor
93,517,2015,1,coauthor
93,518,2015,1,coauthor
93,524,2015,1,coauthor
93,544,2015,1,coauthor
93,547,2015,1,coauthor
93,551,2015,1,coauthor
93,552,2015,1,coauthor
93,575,2015,1,coauthor
93,578,2015,1,coauthor
93,579,2015,1,coauthor
93,580,2015,1,coauthor
93,581,2015,1,coauthor
93,582,2015,1,coauthor
93,583,2015,1,coauthor
93,586,2015,1,coauthor
93,587,2015,1,coauthor
93,588,2015,1,coauthor
93,592,2015,1,coauthor
93,596,2015,1,coauthor
93,601,2015,1,coauthor
93,602,2015,1,coauthor
93,603,2015,1,coauthor
93,604,2015,1,coauthor
93,605,2015,1,coauthor
93,606,2015,1,coauthor
99,107,2015,1,coauthor
99,108,2015,1,coauthor
99,109,2015,1,coauthor
99,115,2015,1,coauthor
99,117,2015,1,coauthor
99,126,2015,1,coauthor
99,143,2015,1,coauthor
99,158,2015,1,coauthor
99,161,2015,1,coauthor
99,166,2015,1,coauthor
99,184,2015,1,coauthor
99,186,2015,1,coauthor
99,200,2015,1,coauthor
99,201,2015,1,coauthor
99,202,2015,1,coauthor
99,217,2015,1,coauthor
99,218,2015,1,coauthor
99,221,2015,1,coauthor
99,222,2015,1,coauthor
99,223,2015,1,coauthor
99,224,2015,1,coauthor
99,229,2015,1,coauthor
99,230,2015,1,coauthor
99,244,2015,1,coauthor
99,247,2015,1,coauthor
99,248,2015,1,coauthor
99,249,2015,1,coauthor
99,263,2015,1,coauthor
99,265,2015,1,coauthor
99,266,2015,1,coauthor
99,267,2015,1,coauthor
99,268,2015,1,coauthor
99,269,2015,1,coauthor
99,271,2015,1,coauthor
99,272,2015,1,coauthor
99,273,2015,1,coauthor
99,276,2015,1,coauthor
99,277,2015,1,coauthor
99,279,2015,1,coauthor
99,286,2015,1,coauthor
99,294,2015,1,coauthor
99,295,2015,1,coauthor
99,296,2015,1,coauthor
99,298,2015,1,coauthor
99,305,2015,1,coauthor
99,308,2015,1,coauthor
99,309,2015,1,coauthor
99,317,2015,1,coauthor
99,319,2015,1,coauthor
99,321,2015,1,coauthor
99,322,2015,1,coauthor
99,324,2015,1,coauthor
99,330,2015,1,coauthor
99,333,2015,1,coauthor
99,355,2015,1,coauthor
99,360,2015,1,coauthor
99,365,2015,1,coauthor
99,376,2015,1,coauthor
99,382,2015,1,coauthor
99,384,2015,1,coauthor
99,385,2015,1,coauthor
99,392,2015,1,coauthor
99,397,2015,1,coauthor
99,398,2015,1,coauthor
99,404,2015,1,coauthor
99,407,2015,1,coauthor
99,410,2015,1,coauthor
99,440,2015,1,coauthor
99,452,2015,1,coauthor
99,466,2015,1,coauthor
99,471,2015,1,coauthor
99,474,2015,1,coauthor
99,476,2015,1,coauthor
99,481,2015,1,coauthor
99,483,2015,1,coauthor
99,490,2015,1,coauthor
99,491,2015,1,coauthor
99,505,2015,1,coauthor
99,506,2015,1,coauthor
99,507,2015,1,coauthor
99,509,2015,1,coauthor
99,512,2015,1,coauthor
99,513,2015,1,coauthor
99,517,2015,1,coauthor
99,518,2015,1,coauthor
99,524,2015,1,coauthor
99,544,2015,1,coauthor
99,547,2015,1,coauthor
99,551,2015,1,coauthor
99,552,2015,1,coauthor
99,575,2015,1,coauthor
99,578,2015,1,coauthor
99,579,2015,1,coauthor
99,580,2015,1,coauthor
99,581,2015,1,coauthor
99,582,2015,1,coauthor
99,583,2015,1,coauthor
99,586,2015,1,coauthor
99,587,2015,1,coauthor
99,588,2015,1,coauthor
99,592,2015,1,coauthor
99,596,2015,1,coauthor
99,601,2015,1,coauthor
99,602,2015,1,coauthor
99,603,2015,1,coauthor
99,604,2015,1,coauthor
99,605,2015,1,coauthor
99,606,2015,1,coauthor
107,108,2015,1,coauthor
107,109,2015,1,coauthor
107,115,2015,1,coauthor
107,117,2015,1,coauthor
107,126,2015,1,coauthor
107,143,2015,1,coauthor
107,158,2015,1,coauthor
107,161,2015,1,coauthor
107,166,2015,1,coauthor
107,184,2015,1,coauthor
107,186,2015,1,coauthor
107,200,2015,1,coauthor
107,201,2015,1,coauthor
107,202,2015,1,coauthor
107,217,2015,1,coauthor
107,218,2015,1,coauthor
107,221,2015,1,coauthor
107,222,2015,1,coauthor
107,223,2015,1,coauthor
107,224,2015,1,coauthor
107,229,2015,1,coauthor
107,230,2015,1,coauthor
107,244,2015,1,coauthor
107,247,2015,1,coauthor
107,248,2015,1,coauthor
107,249,2015,1,coauthor
107,263,2015,1,coauthor
107,265,2015,1,coauthor
107,266,2015,1,coauthor
107,267,2015,1,coauthor
107,268,2015,1,coauthor
107,269,2015,1,coauthor
107,271,2015,1,coauthor
107,272,2015,1,coauthor
107,273,2015,1,coauthor
107,276,2015,1,coauthor
107,277,2015,1,coauthor
107,279,2015,1,coauthor
107,286,2015,1,coauthor
107,294,2015,1,coauthor
107,295,2015,1,coauthor
107,296,2015,1,coauthor
107,298,2015,1,coauthor
107,305,2015,1,coauthor
107,308,2015,1,coauthor
107,309,2015,1,coauthor
107,317,2015,1,coauthor
107,319,2015,1,coauthor
107,321,2015,1,coauthor
107,322,2015,1,coauthor
107,324,2015,1,coauthor
107,330,2015,1,coauthor
107,333,2015,1,coauthor
107,355,2015,1,coauthor
107,360,2015,1,coauthor
107,365,2015,1,coauthor
107,376,2015,1,coauthor
107,382,2015,1,coauthor
107,384,2015,1,coauthor
107,385,2015,1,coauthor
107,392,2015,1,coauthor
107,397,2015,1,coauthor
107,398,2015,1,coauthor
107,404,2015,1,coauthor
107,407,2015,1,coauthor
107,410,2015,1,coauthor
107,440,2015,1,coauthor
107,452,2015,1,coauthor
107,466,2015,1,coauthor
107,471,2015,1,coauthor
107,474,2015,1,coauthor
107,476,2015,1,coauthor
107,481,2015,1,coauthor
107,483,2015,1,coauthor
107,490,2015,1,coauthor
107,491,2015,1,coauthor
107,505,2015,1,coauthor
107,506,2015,1,coauthor
107,507,2015,1,coauthor
107,509,2015,1,coauthor
107,512,2015,1,coauthor
107,513,2015,1,coauthor
107,517,2015,1,coauthor
107,518,2015,1,coauthor
107,524,2015,1,coauthor
107,544,2015,1,coauthor
107,547,2015,1,coauthor
107,551,2015,1,coauthor
107,552,2015,1,coauthor
107,575,2015,1,coauthor
107,578,2015,1,coauthor
107,579,2015,1,coauthor
107,580,2015,1,coauthor
107,581,2015,1,coauthor
107,582,2015,1,coauthor
107,583,2015,1,coauthor
107,586,2015,1,coauthor
107,587,2015,1,coauthor
107,588,2015,1,coauthor
107,592,2015,1,coauthor
107,596,2015,1,coauthor
107,601,2015,1,coauthor
107,602,2015,1,coauthor
107,603,2015,1,coauthor
107,604,2015,1,coauthor
107,605,2015,1,coauthor
107,606,2015,1,coauthor
108,109,2015,1,coauthor
108,115,2015,1,coauthor
108,117,2015,1,coauthor
108,126,2015,1,coauthor
108,143,2015,1,coauthor
108,158,2015,1,coauthor
108,161,2015,1,coauthor
108,166,2015,1,coauthor
108,184,2015,1,coauthor
108,186,2015,1,coauthor
108,200,2015,1,coauthor
108,201,2015,1,coauthor
108,202,2015,1,coauthor
108,217,2015,1,coauthor
108,218,2015,1,coauthor
108,221,2015,1,coauthor
108,222,2015,1,coauthor
108,223,2015,1,coauthor
108,224,2015,1,coauthor
108,229,2015,1,coauthor
108,230,2015,1,coauthor
108,244,2015,1,coauthor
108,247,2015,1,coauthor
108,248,2015,1,coauthor
108,249,2015,1,coauthor
108,263,2015,1,coauthor
108,265,2015,1,coauthor
108,266,2015,1,coauthor
108,267,2015,1,coauthor
108,268,2015,1,coauthor
108,269,2015,1,coauthor
108,271,2015,1,coauthor
108,272,2015,1,coauthor
108,273,2015,1,coauthor
108,276,2015,1,coauthor
108,277,2015,1,coauthor
108,279,2015,1,coauthor
108,286,2015,1,coauthor
108,294,2015,1,coauthor
108,295,2015,1,coauthor
108,296,2015,1,coauthor
108,298,2015,1,coauthor
108,305,2015,1,coauthor
108,308,2015,1,coauthor
108,309,2015,1,coauthor
108,317,2015,1,coauthor
108,319,2015,1,coauthor
108,321,2015,1,coauthor
108,322,2015,1,coauthor
108,324,2015,1,coauthor
108,330,2015,1,coauthor
108,333,2015,1,coauthor
108,355,2015,1,coauthor
108,360,2015,1,coauthor
108,365,2015,1,coauthor
108,376,2015,1,coauthor
108,382,2015,1,coauthor
108,384,2015,1,coauthor
108,385,2015,1,coauthor
108,392,2015,1,coauthor
108,397,2015,1,coauthor
108,398,2015,1,coauthor
108,404,2015,1,coauthor
108,407,2015,1,coauthor
108,410,2015,1,coauthor
108,440,2015,1,coauthor
108,452,2015,1,coauthor
108,466,2015,1,coauthor
108,471,2015,1,coauthor
108,474,2015,1,coauthor
108,476,2015,1,coauthor
108,481,2015,1,coauthor
108,483,2015,1,coauthor
108,490,2015,1,coauthor
108,491,2015,1,coauthor
108,505,2015,1,coauthor
108,506,2015,1,coauthor
108,507,2015,1,coauthor
108,509,2015,1,coauthor
108,512,2015,1,coauthor
108,513,2015,1,coauthor
108,517,2015,1,coauthor
108,518,2015,1,coauthor
108,524,2015,1,coauthor
108,544,2015,1,coauthor
108,547,2015,1,coauthor
108,551,2015,1,coauthor
108,552,2015,1,coauthor
108,575,2015,1,coauthor
108,578,2015,1,coauthor
108,579,2015,1,coauthor
108,580,2015,1,coauthor
108,581,2015,1,coauthor
108,582,2015,1,coauthor
108,583,2015,1,coauthor
108,586,2015,1,coauthor
108,587,2015,1,coauthor
108,588,2015,1,coauthor
108,592,2015,1,coauthor
108,596,2015,1,coauthor
108,601,2015,1,coauthor
108,602,2015,1,coauthor
108,603,2015,1,coauthor
108,604,2015,1,coauthor
108,605,2015,1,coauthor
108,606,2015,1,coauthor
109,115,2015,1,coauthor
109,117,2015,1,coauthor
109,126,2015,1,coauthor
109,143,2015,1,coauthor
109,158,2015,1,coauthor
109,161,2015,1,coauthor
109,166,2015,1,coauthor
109,184,2015,1,coauthor
109,186,2015,1,coauthor
109,200,2015,1,coauthor
109,201,2015,1,coauthor
109,202,2015,1,coauthor
109,217,2015,1,coauthor
109,218,2015,1,coauthor
109,221,2015,1,coauthor
109,222,2015,1,coauthor
109,223,2015,1,coauthor
109,224,2015,1,coauthor
109,229,2015,1,coauthor
109,230,2015,1,coauthor
109,244,2015,1,coauthor
109,247,2015,1,coauthor
109,248,2015,1,coauthor
109,249,2015,1,coauthor
109,263,2015,1,coauthor
109,265,2015,1,coauthor
109,266,2015,1,coauthor
109,267,2015,1,coauthor
109,268,2015,1,coauthor
109,269,2015,1,coauthor
109,271,2015,1,coauthor
109,272,2015,1,coauthor
109,273,2015,1,coauthor
109,276,2015,1,coauthor
109,277,2015,1,coauthor
109,279,2015,1,coauthor
109,286,2015,1,coauthor
109,294,2015,1,coauthor
109,295,2015,1,coauthor
109,296,2015,1,coauthor
109,298,2015,1,coauthor
109,305,2015,1,coauthor
109,308,2015,1,coauthor
109,309,2015,1,coauthor
109,317,2015,1,coauthor
109,319,2015,1,coauthor
109,321,2015,1,coauthor
109,322,2015,1,coauthor
109,324,2015,1,coauthor
109,330,2015,1,coauthor
109,333,2015,1,coauthor
109,355,2015,1,coauthor
109,360,2015,1,coauthor
109,365,2015,1,coauthor
109,376,2015,1,coauthor
109,382,2015,1,coauthor
109,384,2015,1,coauthor
109,385,2015,1,coauthor
109,392,2015,1,coauthor
109,397,2015,1,coauthor
109,398,2015,1,coauthor
109,404,2015,1,coauthor
109,407,2015,1,coauthor
109,410,2015,1,coauthor
109,440,2015,1,coauthor
109,452,2015,1,coauthor
109,466,2015,1,coauthor
109,471,2015,1,coauthor
109,474,2015,1,coauthor
109,476,2015,1,coauthor
109,481,2015,1,coauthor
109,483,2015,1,coauthor
109,490,2015,1,coauthor
109,491,2015,1,coauthor
109,505,2015,1,coauthor
109,506,2015,1,coauthor
109,507,2015,1,coauthor
109,509,2015,1,coauthor
109,512,2015,1,coauthor
109,513,2015,1,coauthor
109,517,2015,1,coauthor
109,518,2015,1,coauthor
109,524,2015,1,coauthor
109,544,2015,1,coauthor
109,547,2015,1,coauthor
109,551,2015,1,coauthor
109,552,2015,1,coauthor
109,575,2015,1,coauthor
109,578,2015,1,coauthor
109,579,2015,1,coauthor
109,580,2015,1,coauthor
109,581,2015,1,coauthor
109,582,2015,1,coauthor
109,583,2015,1,coauthor
109,586,2015,1,coauthor
109,587,2015,1,coauthor
109,588,2015,1,coauthor
109,592,2015,1,coauthor
109,596,2015,1,coauthor
109,601,2015,1,coauthor
109,602,2015,1,coauthor
109,603,2015,1,coauthor
109,604,2015,1,coauthor
109,605,2015,1,coauthor
109,606,2015,1,coauthor
115,117,2015,1,coauthor
115,126,2015,1,coauthor
115,143,2015,1,coauthor
115,158,2015,1,coauthor
115,161,2015,1,coauthor
115,166,2015,1,coauthor
115,184,2015,1,coauthor
115,186,2015,1,coauthor
115,200,2015,1,coauthor
115,201,2015,1,coauthor
115,202,2015,1,coauthor
115,217,2015,1,coauthor
115,218,2015,1,coauthor
115,221,2015,1,coauthor
115,222,2015,1,coauthor
115,223,2015,1,coauthor
115,224,2015,1,coauthor
115,229,2015,1,coauthor
115,230,2015,1,coauthor
115,244,2015,1,coauthor
115,247,2015,1,coauthor
115,248,2015,1,coauthor
115,249,2015,1,coauthor
115,263,2015,1,coauthor
115,265,2015,1,coauthor
115,266,2015,1,coauthor
115,267,2015,1,coauthor
115,268,2015,1,coauthor
115,269,2015,1,coauthor
115,271,2015,1,coauthor
115,272,2015,1,coauthor
115,273,2015,1,coauthor
115,276,2015,1,coauthor
115,277,2015,1,coauthor
115,279,2015,1,coauthor
115,286,2015,1,coauthor
115,294,2015,1,coauthor
115,295,2015,1,coauthor
115,296,2015,1,coauthor
115,298,2015,1,coauthor
115,305,2015,1,coauthor
115,308,2015,1,coauthor
115,309,2015,1,coauthor
115,317,2015,1,coauthor
115,319,2015,1,coauthor
115,321,2015,1,coauthor
115,322,2015,1,coauthor
115,324,2015,1,coauthor
115,330,2015,1,coauthor
115,333,2015,1,coauthor
115,355,2015,1,coauthor
115,360,2015,1,coauthor
115,365,2015,1,coauthor
115,376,2015,1,coauthor
115,382,2015,1,coauthor
115,384,2015,1,coauthor
115,385,2015,1,coauthor
115,392,2015,1,coauthor
115,397,2015,1,coauthor
115,398,2015,1,coauthor
115,404,2015,1,coauthor
115,407,2015,1,coauthor
115,410,2015,1,coauthor
115,440,2015,1,coauthor
115,452,2015,1,coauthor
115,466,2015,1,coauthor
115,471,2015,1,coauthor
115,474,2015,1,coauthor
115,476,2015,1,coauthor
115,481,2015,1,coauthor
115,483,2015,1,coauthor
115,490,2015,1,coauthor
115,491,2015,1,coauthor
115,505,2015,1,coauthor
115,506,2015,1,coauthor
115,507,2015,1,coauthor
115,509,2015,1,coauthor
115,512,2015,1,coauthor
115,513,2015,1,coauthor
115,517,2015,1,coauthor
115,518,2015,1,coauthor
115,524,2015,1,coauthor
115,544,2015,1,coauthor
115,547,2015,1,coauthor
115,551,2015,1,coauthor
115,552,2015,1,coauthor
115,575,2015,1,coauthor
115,578,2015,1,coauthor
115,579,2015,1,coauthor
115,580,2015,1,coauthor
115,581,2015,1,coauthor
115,582,2015,1,coauthor
115,583,2015,1,coauthor
115,586,2015,1,coauthor
115,587,2015,1,coauthor
115,588,2015,1,coauthor
115,592,2015,1,coauthor
115,596,2015,1,coauthor
115,601,2015,1,coauthor
115,602,2015,1,coauthor
115,603,2015,1,coauthor
115,604,2015,1,coauthor
115,605,2015,1,coauthor
115,606,2015,1,coauthor
117,126,2015,1,coauthor
117,143,2015,1,coauthor
117,158,2015,1,coauthor
117,161,2015,1,coauthor
117,166,2015,1,coauthor
117,184,2015,1,coauthor
117,186,2015,1,coauthor
117,200,2015,1,coauthor
117,201,2015,1,coauthor
117,202,2015,1,coauthor
117,217,2015,1,coauthor
117,218,2015,1,coauthor
117,221,2015,1,coauthor
117,222,2015,1,coauthor
117,223,2015,1,coauthor
117,224,2015,1,coauthor
117,229,2015,1,coauthor
117,230,2015,1,coauthor
117,244,2015,1,coauthor
117,247,2015,1,coauthor
117,248,2015,1,coauthor
117,249,2015,1,coauthor
117,263,2015,1,coauthor
117,265,2015,1,coauthor
117,266,2015,1,coauthor
117,267,2015,1,coauthor
117,268,2015,1,coauthor
117,269,2015,1,coauthor
117,271,2015,1,coauthor
117,272,2015,1,coauthor
117,273,2015,1,coauthor
117,276,2015,1,coauthor
117,277,2015,1,coauthor
117,279,2015,1,coauthor
117,286,2015,1,coauthor
117,294,2015,1,coauthor
117,295,2015,1,coauthor
117,296,2015,1,coauthor
117,298,2015,1,coauthor
117,305,2015,1,coauthor
117,308,2015,1,coauthor
117,309,2015,1,coauthor
117,317,2015,1,coauthor
117,319,2015,1,coauthor
117,321,2015,1,coauthor
117,322,2015,1,coauthor
117,324,2015,1,coauthor
117,330,2015,1,coauthor
117,333,2015,1,coauthor
117,355,2015,1,coauthor
117,360,2015,1,coauthor
117,365,2015,1,coauthor
117,376,2015,1,coauthor
117,382,2015,1,coauthor
117,384,2015,1,coauthor
117,385,2015,1,coauthor
117,392,2015,1,coauthor
117,397,2015,1,coauthor
117,398,2015,1,coauthor
117,404,2015,1,coauthor
117,407,2015,1,coauthor
117,410,2015,1,coauthor
117,440,2015,1,coauthor
117,452,2015,1,coauthor
117,466,2015,1,coauthor
117,471,2015,1,coauthor
117,474,2015,1,coauthor
117,476,2015,1,coauthor
117,481,2015,1,coauthor
117,483,2015,1,coauthor
117,490,2015,1,coauthor
117,491,2015,1,coauthor
117,505,2015,1,coauthor
117,506,2015,1,coauthor
117,507,2015,1,coauthor
117,509,2015,1,coauthor
117,512,2015,1,coauthor
117,513,2015,1,coauthor
117,517,2015,1,coauthor
117,518,2015,1,coauthor
117,524,2015,1,coauthor
117,544,2015,1,coauthor
117,547,2015,1,coauthor
117,551,2015,1,coauthor
117,552,2015,1,coauthor
117,575,2015,1,coauthor
117,578,2015,1,coauthor
117,579,2015,1,coauthor
117,580,2015,1,coauthor
117,581,2015,1,coauthor
117,582,2015,1,coauthor
117,583,2015,1,coauthor
117,586,2015,1,coauthor
117,587,2015,1,coauthor
117,588,2015,1,coauthor
117,592,2015,1,coauthor
117,596,2015,1,coauthor
117,601,2015,1,coauthor
117,602,2015,1,coauthor
117,603,2015,1,coauthor
117,604,2015,1,coauthor
117,605,2015,1,coauthor
117,606,2015,1,coauthor
126,143,2015,1,coauthor
126,158,2015,1,coauthor
126,161,2015,1,coauthor
126,166,2015,1,coauthor
126,184,2015,1,coauthor
126,186,2015,1,coauthor
126,200,2015,1,coauthor
126,201,2015,1,coauthor
126,202,2015,1,coauthor
126,217,2015,1,coauthor
126,218,2015,1,coauthor
126,221,2015,1,coauthor
126,222,2015,1,coauthor
126,223,2015,1,coauthor
126,224,2015,1,coauthor
126,229,2015,1,coauthor
126,230,2015,1,coauthor
126,244,2015,1,coauthor
126,247,2015,1,coauthor
126,248,2015,1,coauthor
126,249,2015,1,coauthor
126,263,2015,1,coauthor
126,265,2015,1,coauthor
126,266,2015,1,coauthor
126,267,2015,1,coauthor
126,268,2015,1,coauthor
126,269,2015,1,coauthor
126,271,2015,1,coauthor
126,272,2015,1,coauthor
126,273,2015,1,coauthor
126,276,2015,1,coauthor
126,277,2015,1,coauthor
126,279,2015,1,coauthor
126,286,2015,1,coauthor
126,294,2015,1,coauthor
126,295,2015,1,coauthor
126,296,2015,1,coauthor
126,298,2015,1,coauthor
126,305,2015,1,coauthor
126,308,2015,1,coauthor
126,309,2015,1,coauthor
126,317,2015,1,coauthor
126,319,2015,1,coauthor
126,321,2015,1,coauthor
126,322,2015,1,coauthor
126,324,2015,1,coauthor
126,330,2015,1,coauthor
126,333,2015,1,coauthor
126,355,2015,1,coauthor
126,360,2015,1,coauthor
126,365,2015,1,coauthor
126,376,2015,1,coauthor
126,382,2015,1,coauthor
126,384,2015,1,coauthor
126,385,2015,1,coauthor
126,392,2015,1,coauthor
126,397,2015,1,coauthor
126,398,2015,1,coauthor
126,404,2015,1,coauthor
126,407,2015,1,coauthor
126,410,2015,1,coauthor
126,440,2015,1,coauthor
126,452,2015,1,coauthor
126,466,2015,1,coauthor
126,471,2015,1,coauthor
126,474,2015,1,coauthor
126,476,2015,1,coauthor
126,481,2015,1,coauthor
126,483,2015,1,coauthor
126,490,2015,1,coauthor
126,491,2015,1,coauthor
126,505,2015,1,coauthor
126,506,2015,1,coauthor
126,507,2015,1,coauthor
126,509,2015,1,coauthor
126,512,2015,1,coauthor
126,513,2015,1,coauthor
126,517,2015,1,coauthor
126,518,2015,1,coauthor
126,524,2015,1,coauthor
126,544,2015,1,coauthor
126,547,2015,1,coauthor
126,551,2015,1,coauthor
126,552,2015,1,coauthor
126,575,2015,1,coauthor
126,578,2015,1,coauthor
126,579,2015,1,coauthor
126,580,2015,1,coauthor
126,581,2015,1,coauthor
126,582,2015,1,coauthor
126,583,2015,1,coauthor
126,586,2015,1,coauthor
126,587,2015,1,coauthor
126,588,2015,1,coauthor
126,592,2015,1,coauthor
126,596,2015,1,coauthor
126,601,2015,1,coauthor
126,602,2015,1,coauthor
126,603,2015,1,coauthor
126,604,2015,1,coauthor
126,605,2015,1,coauthor
126,606,2015,1,coauthor
143,158,2015,1,coauthor
143,161,2015,1,coauthor
143,166,2015,1,coauthor
143,184,2015,1,coauthor
143,186,2015,1,coauthor
143,200,2015,1,coauthor
143,201,2015,1,coauthor
143,202,2015,1,coauthor
143,217,2015,1,coauthor
143,218,2015,1,coauthor
143,221,2015,1,coauthor
143,222,2015,1,coauthor
143,223,2015,1,coauthor
143,224,2015,1,coauthor
143,229,2015,1,coauthor
143,230,2015,1,coauthor
143,244,2015,1,coauthor
143,247,2015,1,coauthor
143,248,2015,1,coauthor
143,249,2015,1,coauthor
143,263,2015,1,coauthor
143,265,2015,1,coauthor
143,266,2015,1,coauthor
143,267,2015,1,coauthor
143,268,2015,1,coauthor
143,269,2015,1,coauthor
143,271,2015,1,coauthor
143,272,2015,1,coauthor
143,273,2015,1,coauthor
143,276,2015,1,coauthor
143,277,2015,1,coauthor
143,279,2015,1,coauthor
143,286,2015,1,coauthor
143,294,2015,1,coauthor
143,295,2015,1,coauthor
143,296,2015,1,coauthor
143,298,2015,1,coauthor
143,305,2015,1,coauthor
143,308,2015,1,coauthor
143,309,2015,1,coauthor
143,317,2015,1,coauthor
143,319,2015,1,coauthor
143,321,2015,1,coauthor
143,322,2015,1,coauthor
143,324,2015,1,coauthor
143,330,2015,1,coauthor
143,333,2015,1,coauthor
143,355,2015,1,coauthor
143,360,2015,1,coauthor
143,365,2015,1,coauthor
143,376,2015,1,coauthor
143,382,2015,1,coauthor
143,384,2015,1,coauthor
143,385,2015,1,coauthor
143,392,2015,1,coauthor
143,397,2015,1,coauthor
143,398,2015,1,coauthor
143,404,2015,1,coauthor
143,407,2015,1,coauthor
143,410,2015,1,coauthor
143,440,2015,1,coauthor
143,452,2015,1,coauthor
143,466,2015,1,coauthor
143,471,2015,1,coauthor
143,474,2015,1,coauthor
143,476,2015,1,coauthor
143,481,2015,1,coauthor
143,483,2015,1,coauthor
143,490,2015,1,coauthor
143,491,2015,1,coauthor
143,505,2015,1,coauthor
143,506,2015,1,coauthor
143,507,2015,1,coauthor
143,509,2015,1,coauthor
143,512,2015,1,coauthor
143,513,2015,1,coauthor
143,517,2015,1,coauthor
143,518,2015,1,coauthor
143,524,2015,1,coauthor
143,544,2015,1,coauthor
143,547,2015,1,coauthor
143,551,2015,1,coauthor
143,552,2015,1,coauthor
143,575,2015,1,coauthor
143,578,2015,1,coauthor
143,579,2015,1,coauthor
143,580,2015,1,coauthor
143,581,2015,1,coauthor
143,582,2015,1,coauthor
143,583,2015,1,coauthor
143,586,2015,1,coauthor
143,587,2015,1,coauthor
143,588,2015,1,coauthor
143,592,2015,1,coauthor
143,596,2015,1,coauthor
143,601,2015,1,coauthor
143,602,2015,1,coauthor
143,603,2015,1,coauthor
143,604,2015,1,coauthor
143,605,2015,1,coauthor
143,606,2015,1,coauthor
158,161,2015,1,coauthor
158,166,2015,1,coauthor
158,184,2015,1,coauthor
158,186,2015,1,coauthor
158,200,2015,1,coauthor
158,201,2015,1,coauthor
158,202,2015,1,coauthor
158,217,2015,1,coauthor
158,218,2015,1,coauthor
158,221,2015,1,coauthor
158,222,2015,1,coauthor
158,223,2015,1,coauthor
158,224,2015,1,coauthor
158,229,2015,1,coauthor
158,230,2015,1,coauthor
158,244,2015,1,coauthor
158,247,2015,1,coauthor
158,248,2015,1,coauthor
158,249,2015,1,coauthor
158,263,2015,1,coauthor
158,265,2015,1,coauthor
158,266,2015,1,coauthor
158,267,2015,1,coauthor
158,268,2015,1,coauthor
158,269,2015,1,coauthor
158,271,2015,1,coauthor
158,272,2015,1,coauthor
158,273,2015,1,coauthor
158,276,2015,1,coauthor
158,277,2015,1,coauthor
158,279,2015,1,coauthor
158,286,2015,1,coauthor
158,294,2015,1,coauthor
158,295,2015,1,coauthor
158,296,2015,1,coauthor
158,298,2015,1,coauthor
158,305,2015,1,coauthor
158,308,2015,1,coauthor
158,309,2015,1,coauthor
158,317,2015,1,coauthor
158,319,2015,1,coauthor
158,321,2015,1,coauthor
158,322,2015,1,coauthor
158,324,2015,1,coauthor
158,330,2015,1,coauthor
158,333,2015,1,coauthor
158,355,2015,1,coauthor
158,360,2015,1,coauthor
158,365,2015,1,coauthor
158,376,2015,1,coauthor
158,382,2015,1,coauthor
158,384,2015,1,coauthor
158,385,2015,1,coauthor
158,392,2015,1,coauthor
158,397,2015,1,coauthor
158,398,2015,1,coauthor
158,404,2015,1,coauthor
158,407,2015,1,coauthor
158,410,2015,1,coauthor
158,440,2015,1,coauthor
158,452,2015,1,coauthor
158,466,2015,1,coauthor
158,471,2015,1,coauthor
158,474,2015,1,coauthor
158,476,2015,1,coauthor
158,481,2015,1,coauthor
158,483,2015,1,coauthor
158,490,2015,1,coauthor
158,491,2015,1,coauthor
158,505,2015,1,coauthor
158,506,2015,1,coauthor
158,507,2015,1,coauthor
158,509,2015,1,coauthor
158,512,2015,1,coauthor
158,513,2015,1,coauthor
158,517,2015,1,coauthor
158,518,2015,1,coauthor
158,524,2015,1,coauthor
158,544,2015,1,coauthor
158,547,2015,1,coauthor
158,551,2015,1,coauthor
158,552,2015,1,coauthor
158,575,2015,1,coauthor
158,578,2015,1,coauthor
158,579,2015,1,coauthor
158,580,2015,1,coauthor
158,581,2015,1,coauthor
158,582,2015,1,coauthor
158,583,2015,1,coauthor
158,586,2015,1,coauthor
158,587,2015,1,coauthor
158,588,2015,1,coauthor
158,592,2015,1,coauthor
158,596,2015,1,coauthor
158,601,2015,1,coauthor
158,602,2015,1,coauthor
158,603,2015,1,coauthor
158,604,2015,1,coauthor
158,605,2015,1,coauthor
158,606,2015,1,coauthor
161,166,2015,1,coauthor
161,184,2015,1,coauthor
161,186,2015,1,coauthor
161,200,2015,1,coauthor
161,201,2015,1,coauthor
161,202,2015,1,coauthor
161,217,2015,1,coauthor
161,218,2015,1,coauthor
161,221,2015,1,coauthor
161,222,2015,1,coauthor
161,223,2015,1,coauthor
161,224,2015,1,coauthor
161,229,2015,1,coauthor
161,230,2015,1,coauthor
161,244,2015,1,coauthor
161,247,2015,1,coauthor
161,248,2015,1,coauthor
161,249,2015,1,coauthor
161,263,2015,1,coauthor
161,265,2015,1,coauthor
161,266,2015,1,coauthor
161,267,2015,1,coauthor
161,269,2015,1,coauthor
161,271,2015,1,coauthor
161,272,2015,1,coauthor
161,273,2015,1,coauthor
161,276,2015,1,coauthor
161,277,2015,1,coauthor
161,279,2015,1,coauthor
161,286,2015,1,coauthor
161,294,2015,1,coauthor
161,295,2015,1,coauthor
161,296,2015,1,coauthor
161,298,2015,1,coauthor
